74.7.227.16 - - [05/Dec/2025:04:00:44 +0300] "GET / HTTP/2.0" 499 0 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
185.168.236.0 - - [05/Dec/2025:07:45:34 +0300] "GET /content/social_w.png HTTP/2.0" 200 31116 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:34 +0300] "GET /content/logo3.png HTTP/2.0" 200 408930 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:34 +0300] "GET /js/menu-toggle.js HTTP/2.0" 200 718 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:34 +0300] "GET /content/social_t.png HTTP/2.0" 200 20355 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:34 +0300] "GET /favicon.ico HTTP/2.0" 200 2258 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:34 +0300] "GET /contacts.html HTTP/2.0" 200 2000 "https://jur-taktik.ru/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:35 +0300] "GET /css/styles.css HTTP/2.0" 200 5861 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:35 +0300] "GET /content/logo3.png HTTP/2.0" 200 408930 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:35 +0300] "GET /content/social_w.png HTTP/2.0" 200 31116 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:35 +0300] "GET /js/menu-toggle.js HTTP/2.0" 200 718 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:35 +0300] "GET /content/social_t.png HTTP/2.0" 200 20355 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:35 +0300] "GET /favicon.ico HTTP/2.0" 200 2258 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:36 +0300] "GET /staff.html HTTP/2.0" 200 1468 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:37 +0300] "GET /uslugi.html HTTP/2.0" 200 3966 "https://jur-taktik.ru/staff.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:39 +0300] "GET /index.html HTTP/2.0" 200 3611 "https://jur-taktik.ru/uslugi.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:40 +0300] "GET /contacts.html HTTP/2.0" 200 2000 "https://jur-taktik.ru/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:44 +0300] "GET /contacts.html HTTP/2.0" 200 2000 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:45 +0300] "GET /css/styles.css HTTP/2.0" 200 5861 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:45 +0300] "GET /content/social_w.png HTTP/2.0" 200 31116 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:45 +0300] "GET /content/logo3.png HTTP/2.0" 200 408930 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:45 +0300] "GET /content/social_t.png HTTP/2.0" 200 20355 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:45 +0300] "GET /js/menu-toggle.js HTTP/2.0" 200 718 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:45:45 +0300] "GET /favicon.ico HTTP/2.0" 200 2258 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:48:34 +0300] "GET /contacts.html HTTP/2.0" 200 2000 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:48:36 +0300] "GET /contacts.html HTTP/2.0" 200 2000 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
188.73.165.172 - - [05/Dec/2025:07:48:44 +0300] "GET /contacts.html HTTP/2.0" 200 2000 "-" "Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.7499.40 Safari/537.36"
188.73.165.172 - - [05/Dec/2025:07:48:44 +0300] "GET /css/styles.css HTTP/2.0" 200 5861 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.7499.40 Safari/537.36"
188.73.165.172 - - [05/Dec/2025:07:48:44 +0300] "GET /content/social_w.png HTTP/2.0" 200 31116 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.7499.40 Safari/537.36"
188.73.165.172 - - [05/Dec/2025:07:48:45 +0300] "GET /content/logo3.png HTTP/2.0" 200 408930 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.7499.40 Safari/537.36"
188.73.165.172 - - [05/Dec/2025:07:48:45 +0300] "GET /js/menu-toggle.js HTTP/2.0" 200 718 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.7499.40 Safari/537.36"
188.73.165.172 - - [05/Dec/2025:07:48:45 +0300] "GET /content/social_t.png HTTP/2.0" 200 20355 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.7499.40 Safari/537.36"
188.73.165.172 - - [05/Dec/2025:07:48:45 +0300] "GET /favicon.ico HTTP/2.0" 200 2258 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.7499.40 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:07:50:47 +0300] "GET /test-htaccess.html HTTP/2.0" 200 1626 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
138.246.253.24 - - [05/Dec/2025:07:53:35 +0300] "GET /robots.txt HTTP/1.1" 404 560 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36"
185.12.124.78 - - [05/Dec/2025:07:53:43 +0300] "GET / HTTP/1.1" 200 3623 "JUR-TAKTIK.RU" "Mozilla/5.0 (compatible; BackupLand/1.0; https://go.backupland.com/; Domain check for viruses;)"
